@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute oschook-1 numeric
@attribute oschook-2 numeric
@attribute oschook-3 numeric
@attribute oschook-4 numeric
@attribute outputs-1 {0,1,2}

@data
808,'2023/12/10 06:29:24:350',8,204.254883,-1.62711,5.077712,0,?
809,'2023/12/10 06:29:24:407',8,204.33255,-1.071601,5.181748,0,?
810,'2023/12/10 06:29:24:468',8,204.379974,-0.467544,5.239974,0,?
811,'2023/12/10 06:29:24:528',8,204.403351,0.292046,5.25552,0,?
812,'2023/12/10 06:29:24:588',8,204.43306,0.985399,5.211751,0,?
813,'2023/12/10 06:29:24:648',8,204.47113,1.446587,5.219697,0,?
814,'2023/12/10 06:29:24:708',8,204.463715,1.609253,5.264997,0,?
815,'2023/12/10 06:29:24:768',8,204.364456,1.692407,5.147831,0,?
816,'2023/12/10 06:29:24:828',8,204.021225,1.611536,4.872523,0,?
817,'2023/12/10 06:29:24:920',8,203.462524,1.36291,4.524286,0,?
818,'2023/12/10 06:29:24:948',8,202.932404,1.066591,4.244103,0,?
819,'2023/12/10 06:29:25:126',8,202.601395,0.677626,4.069323,0,?
820,'2023/12/10 06:29:25:126',8,202.795212,0.335197,4.010055,0,?
821,'2023/12/10 06:29:25:132',8,203.195557,0.069217,4.004884,0,?
822,'2023/12/10 06:29:25:230',8,204.00618,-0.041773,4.083026,0,?
823,'2023/12/10 06:29:25:248',8,205.018311,-0.045243,4.248035,0,?
824,'2023/12/10 06:29:25:331',8,205.913177,0.015351,4.389878,0,?
825,'2023/12/10 06:29:25:433',8,206.632462,0.106729,4.3632,0,?
826,'2023/12/10 06:29:25:433',8,207.148346,0.215325,4.219645,0,?
827,'2023/12/10 06:29:25:534',8,207.474274,0.436068,4.051475,0,?
828,'2023/12/10 06:29:25:548',8,207.522842,0.782839,3.891484,0,?
829,'2023/12/10 06:29:25:623',8,207.455048,1.135282,3.784151,0,?
830,'2023/12/10 06:29:25:741',8,207.148407,1.557613,3.718505,0,?
831,'2023/12/10 06:29:25:741',8,206.555115,1.882137,3.750633,0,?
832,'2023/12/10 06:29:25:843',8,205.921906,2.117207,3.873506,0,?
833,'2023/12/10 06:29:25:848',8,205.107727,2.181847,4.05436,0,?
834,'2023/12/10 06:29:25:943',8,204.393539,2.124803,4.264994,0,?
835,'2023/12/10 06:29:26:150',8,203.802856,1.803406,4.654478,0,?
836,'2023/12/10 06:29:26:150',8,203.341293,1.402308,5.082562,0,?
837,'2023/12/10 06:29:26:151',8,203.014496,0.87932,5.512595,0,?
838,'2023/12/10 06:29:26:151',8,202.877045,0.136961,5.9362,0,?
839,'2023/12/10 06:29:26:252',8,202.951752,-0.565459,6.320861,0,?
840,'2023/12/10 06:29:26:268',8,203.104355,-1.155914,6.658056,0,?
841,'2023/12/10 06:29:26:355',8,203.378525,-1.56339,6.899978,0,?
842,'2023/12/10 06:29:26:389',8,203.643799,-1.862949,7.022756,0,?
843,'2023/12/10 06:29:26:457',8,204.098663,-2.097503,7.110028,0,?
844,'2023/12/10 06:29:26:560',8,204.698212,-2.298107,7.150813,0,?
845,'2023/12/10 06:29:26:568',8,205.294357,-2.462628,7.185082,0,?
846,'2023/12/10 06:29:26:765',8,205.96225,-2.576021,7.20047,0,?
847,'2023/12/10 06:29:26:765',8,206.576843,-2.605491,7.132238,0,?
848,'2023/12/10 06:29:26:766',8,207.067078,-2.589532,7.049406,0,?
849,'2023/12/10 06:29:26:866',8,207.374359,-2.531608,6.917341,0,?
850,'2023/12/10 06:29:26:868',8,207.457993,-2.393776,6.740466,0,?
851,'2023/12/10 06:29:26:969',8,207.448959,-2.214532,6.586166,0,?
852,'2023/12/10 06:29:26:989',8,207.289963,-1.929987,6.466116,0,?
853,'2023/12/10 06:29:27:072',8,207.085251,-1.64894,6.372784,0,?
854,'2023/12/10 06:29:27:108',8,206.736389,-1.431899,6.306183,0,?
855,'2023/12/10 06:29:27:276',8,206.269913,-1.23685,6.22367,0,?
856,'2023/12/10 06:29:27:277',8,205.821548,-1.07838,6.160638,0,?
857,'2023/12/10 06:29:27:289',8,205.398407,-1.004086,6.131457,0,?
858,'2023/12/10 06:29:27:379',8,205.039429,-1.076789,6.141025,0,?
859,'2023/12/10 06:29:27:411',8,204.737808,-1.184717,6.176127,0,?
860,'2023/12/10 06:33:37:972',10,45.748047,-2.436281,0.974254,0,?
861,'2023/12/10 06:33:37:975',10,192.06308,5.334566,-3.767613,0,?
862,'2023/12/10 06:33:37:976',10,45.748028,-2.436944,0.973952,0,?
863,'2023/12/10 06:33:37:976',10,191.988205,5.323621,-3.830857,0,?
864,'2023/12/10 06:33:37:977',10,45.747856,-2.437339,0.973675,0,?
865,'2023/12/10 06:33:37:977',10,191.920853,5.313419,-3.874023,0,?
866,'2023/12/10 06:33:37:978',10,45.747635,-2.43822,0.972645,0,?
867,'2023/12/10 06:33:37:978',10,191.857513,5.288657,-3.881408,0,?
868,'2023/12/10 06:33:37:979',10,45.747585,-2.438625,0.97212,0,?
869,'2023/12/10 06:33:37:979',10,191.814514,5.278134,-3.869176,0,?
870,'2023/12/10 06:33:37:980',10,45.747459,-2.439059,0.971146,0,?
871,'2023/12/10 06:33:37:980',10,191.789917,5.273684,-3.85803,0,?
872,'2023/12/10 06:33:37:981',10,45.747269,-2.439266,0.970756,0,?
873,'2023/12/10 06:33:37:981',10,191.788437,5.247228,-3.797318,0,?
874,'2023/12/10 06:33:37:982',10,45.747089,-2.439872,0.970229,0,?
875,'2023/12/10 06:33:37:982',10,191.82872,5.257349,-3.732557,0,?
876,'2023/12/10 06:33:37:982',10,45.746639,-2.440374,0.969412,0,?
877,'2023/12/10 06:33:37:982',10,191.879807,5.254638,-3.65832,0,?
878,'2023/12/10 06:33:37:982',10,45.746262,-2.440715,0.969078,0,?
879,'2023/12/10 06:33:37:982',10,191.96283,5.271093,-3.578264,0,?
880,'2023/12/10 06:33:37:982',10,45.746002,-2.440984,0.968637,0,?
881,'2023/12/10 06:33:37:984',10,192.04425,5.286748,-3.518052,0,?
882,'2023/12/10 06:33:37:984',10,45.745708,-2.441444,0.967766,0,?
883,'2023/12/10 06:33:37:984',10,192.126846,5.301348,-3.460737,0,?
884,'2023/12/10 06:33:37:984',10,45.745041,-2.441961,0.967242,0,?
885,'2023/12/10 06:33:37:984',10,192.196426,5.315484,-3.426183,0,?
886,'2023/12/10 06:33:37:985',10,45.744343,-2.442106,0.966582,0,?
887,'2023/12/10 06:33:37:985',10,192.250732,5.321918,-3.38694,0,?
888,'2023/12/10 06:33:37:985',10,45.747734,-2.442311,0.965666,0,?
889,'2023/12/10 06:33:37:986',10,192.281326,5.32072,-3.360642,0,?
890,'2023/12/10 06:33:37:986',10,45.750576,-2.442469,0.965011,0,?
891,'2023/12/10 06:33:37:986',10,192.310272,5.32931,-3.328277,0,?
892,'2023/12/10 06:33:37:987',10,45.752396,-2.442458,0.964691,0,?
893,'2023/12/10 06:33:37:987',10,192.331879,5.342897,-3.30321,0,?
894,'2023/12/10 06:33:37:988',10,45.753895,-2.442261,0.965002,0,?
895,'2023/12/10 06:33:37:988',10,192.366104,5.374261,-3.283913,0,?
896,'2023/12/10 06:33:37:989',10,45.754951,-2.442096,0.965743,0,?
897,'2023/12/10 06:33:37:989',10,192.396332,5.399444,-3.261538,0,?
898,'2023/12/10 06:33:37:990',10,45.755669,-2.44226,0.96581,0,?
899,'2023/12/10 06:33:37:990',10,192.431366,5.430909,-3.245867,0,?
900,'2023/12/10 06:33:37:991',10,45.756207,-2.442189,0.96563,0,?
901,'2023/12/10 06:33:37:991',10,192.450851,5.441672,-3.225647,0,?
902,'2023/12/10 06:33:38:019',10,45.756901,-2.442143,0.965171,0,?
903,'2023/12/10 06:33:38:024',10,192.468887,5.455295,-3.212994,0,?
904,'2023/12/10 06:33:39:202',10,45.757385,-2.442174,0.964706,0,?
905,'2023/12/10 06:33:39:202',10,192.474899,5.45421,-3.194195,0,?
906,'2023/12/10 06:33:39:202',10,45.757603,-2.442576,0.964315,0,?
907,'2023/12/10 06:33:39:203',10,192.479233,5.463155,-3.176884,0,?
908,'2023/12/10 06:33:39:203',10,45.757706,-2.442982,0.964037,0,?
909,'2023/12/10 06:33:39:203',10,192.481232,5.464917,-3.160233,0,?
910,'2023/12/10 06:33:39:204',10,45.757824,-2.443517,0.964205,0,?
911,'2023/12/10 06:33:39:204',10,192.483368,5.470466,-3.136253,0,?
912,'2023/12/10 06:33:39:204',10,45.758129,-2.444005,0.96479,0,?
913,'2023/12/10 06:33:39:204',10,192.482208,5.469663,-3.104873,0,?
914,'2023/12/10 06:33:39:205',10,45.758083,-2.444642,0.96538,0,?
915,'2023/12/10 06:33:39:205',10,192.478897,5.462614,-3.07535,0,?
916,'2023/12/10 06:33:39:205',10,45.757889,-2.445173,0.965386,0,?
917,'2023/12/10 06:33:39:206',10,192.472153,5.426593,-3.041332,0,?
918,'2023/12/10 06:33:39:206',10,45.757629,-2.445381,0.965668,0,?
919,'2023/12/10 06:33:39:206',10,192.462479,5.372932,-3.003702,0,?
920,'2023/12/10 06:33:39:207',10,45.757339,-2.445224,0.966601,0,?
921,'2023/12/10 06:33:39:207',10,192.460754,5.303758,-2.968578,0,?
922,'2023/12/10 06:33:39:207',10,45.757301,-2.445257,0.967146,0,?
923,'2023/12/10 06:33:39:207',10,192.474625,5.21075,-2.935047,0,?
924,'2023/12/10 06:33:39:208',10,45.757355,-2.446101,0.966236,0,?
925,'2023/12/10 06:33:39:208',10,192.487793,5.128678,-2.904007,0,?
926,'2023/12/10 06:33:39:208',10,45.757172,-2.446621,0.966583,0,?
927,'2023/12/10 06:33:39:208',10,192.490692,5.027834,-2.878525,0,?
928,'2023/12/10 06:33:39:209',10,45.756584,-2.446847,0.967194,0,?
929,'2023/12/10 06:33:39:209',10,192.487595,4.930874,-2.857688,0,?
930,'2023/12/10 06:33:39:209',10,45.75639,-2.447133,0.967731,0,?
931,'2023/12/10 06:33:39:209',10,192.485031,4.823692,-2.826385,0,?
932,'2023/12/10 06:33:39:209',10,45.756298,-2.447763,0.967438,0,?
933,'2023/12/10 06:33:39:211',10,192.478928,4.697817,-2.799267,0,?
934,'2023/12/10 06:33:39:211',10,45.756268,-2.44821,0.967106,0,?
935,'2023/12/10 06:33:39:211',10,192.473465,4.569907,-2.768103,0,?
936,'2023/12/10 06:33:39:211',10,45.756001,-2.448373,0.966948,0,?
937,'2023/12/10 06:33:39:212',10,192.472427,4.43873,-2.764725,0,?
938,'2023/12/10 06:33:39:212',10,45.755699,-2.448468,0.967378,0,?
939,'2023/12/10 06:33:39:212',10,192.455933,4.31078,-2.779011,0,?
940,'2023/12/10 06:33:39:213',10,45.755444,-2.448677,0.967232,0,?
941,'2023/12/10 06:33:39:213',10,192.436081,4.204179,-2.805483,0,?
942,'2023/12/10 06:33:39:220',10,45.755295,-2.448783,0.967438,0,?
943,'2023/12/10 06:33:39:223',10,192.415192,4.13514,-2.850328,0,?
944,'2023/12/10 06:33:39:523',10,45.755302,-2.448922,0.967529,0,?
945,'2023/12/10 06:33:39:524',10,192.38504,4.032973,-2.849907,0,?
946,'2023/12/10 06:33:39:529',10,45.755196,-2.44884,0.967293,0,?
947,'2023/12/10 06:33:39:529',10,192.361237,3.955511,-2.850455,0,?
948,'2023/12/10 06:33:39:530',10,45.75507,-2.44734,0.967322,0,?
949,'2023/12/10 06:33:39:530',10,192.322281,3.873389,-2.802376,0,?
950,'2023/12/10 06:33:39:530',10,45.754967,-2.445539,0.968532,0,?
951,'2023/12/10 06:33:39:531',10,192.276733,3.808038,-2.750609,0,?
952,'2023/12/10 06:33:39:531',10,45.754807,-2.443246,0.968218,0,?
953,'2023/12/10 06:33:39:532',10,192.233719,3.73867,-2.713784,0,?
954,'2023/12/10 06:33:39:578',10,45.754734,-2.441457,0.967217,0,?
955,'2023/12/10 06:33:39:588',10,192.192963,3.668922,-2.671201,0,?
956,'2023/12/10 06:33:40:766',10,45.754284,-2.439949,0.966474,0,?
957,'2023/12/10 06:33:40:766',10,192.168427,3.626487,-2.640965,0,?
958,'2023/12/10 06:33:40:767',10,45.753895,-2.438507,0.966026,0,?
959,'2023/12/10 06:33:40:767',10,192.164993,3.605248,-2.614419,0,?
960,'2023/12/10 06:33:40:768',10,45.753632,-2.436977,0.965909,0,?
961,'2023/12/10 06:33:40:768',10,192.18219,3.603404,-2.585819,0,?
962,'2023/12/10 06:33:40:768',10,192.207169,3.606795,-2.557696,0,?
963,'2023/12/10 06:33:40:769',10,45.752995,-2.436164,0.964487,0,?
964,'2023/12/10 06:33:40:769',10,45.75246,-2.435252,0.963439,0,?
965,'2023/12/10 06:33:40:769',10,192.241501,3.618665,-2.523225,0,?
966,'2023/12/10 06:33:40:770',10,45.75201,-2.434198,0.963902,0,?
967,'2023/12/10 06:33:40:774',10,192.277084,3.646681,-2.52244,0,?
968,'2023/12/10 06:33:40:774',10,45.751869,-2.433556,0.963917,0,?
969,'2023/12/10 06:33:40:774',10,192.319519,3.671051,-2.514602,0,?
970,'2023/12/10 06:33:40:775',10,45.751472,-2.433119,0.963508,0,?
971,'2023/12/10 06:33:40:775',10,192.376923,3.7002,-2.529335,0,?
972,'2023/12/10 06:33:40:776',10,45.751038,-2.43263,0.96262,0,?
973,'2023/12/10 06:33:40:776',10,192.429352,3.720994,-2.547012,0,?
974,'2023/12/10 06:33:40:777',10,45.750721,-2.431816,0.962329,0,?
975,'2023/12/10 06:33:40:777',10,192.457764,3.733735,-2.571084,0,?
976,'2023/12/10 06:33:40:777',10,45.750656,-2.430746,0.962023,0,?
977,'2023/12/10 06:33:40:779',10,192.470016,3.729067,-2.591307,0,?
978,'2023/12/10 06:33:40:779',10,45.750801,-2.430195,0.961589,0,?
979,'2023/12/10 06:33:40:780',10,192.482437,3.717941,-2.602868,0,?
980,'2023/12/10 06:33:40:780',10,45.750893,-2.429484,0.961352,0,?
981,'2023/12/10 06:33:40:781',10,192.497559,3.702634,-2.611544,0,?
982,'2023/12/10 06:33:40:781',10,45.751026,-2.428848,0.961556,0,?
983,'2023/12/10 06:33:40:781',10,192.516144,3.68472,-2.602492,0,?
984,'2023/12/10 06:33:40:782',10,45.751186,-2.428323,0.96087,0,?
985,'2023/12/10 06:33:40:782',10,192.533325,3.677815,-2.594546,0,?
986,'2023/12/10 06:33:40:782',10,45.751366,-2.427693,0.960408,0,?
987,'2023/12/10 06:33:40:783',10,192.539093,3.659149,-2.568109,0,?
988,'2023/12/10 06:33:40:783',10,45.75148,-2.427205,0.959943,0,?
989,'2023/12/10 06:33:40:784',10,192.539032,3.642784,-2.546195,0,?
990,'2023/12/10 06:33:40:785',10,45.751499,-2.426959,0.959758,0,?
991,'2023/12/10 06:33:40:785',10,192.521637,3.619709,-2.527474,0,?
992,'2023/12/10 06:33:40:786',10,45.751503,-2.426708,0.959857,0,?
993,'2023/12/10 06:33:40:786',10,192.501816,3.601952,-2.515465,0,?
994,'2023/12/10 06:33:40:787',10,45.751694,-2.426727,0.959535,0,?
995,'2023/12/10 06:33:40:787',10,192.483597,3.584556,-2.502402,0,?
996,'2023/12/10 06:33:40:840',10,45.752041,-2.426885,0.959818,0,?
997,'2023/12/10 06:33:40:845',10,192.455612,3.561265,-2.482829,0,?
998,'2023/12/10 06:33:40:899',10,45.752293,-2.427168,0.960033,0,?
999,'2023/12/10 06:33:40:903',10,192.430786,3.557024,-2.454774,0,?
1000,'2023/12/10 06:33:40:960',10,45.752621,-2.427624,0.959958,0,?
1001,'2023/12/10 06:33:40:962',10,192.409744,3.547898,-2.42898,0,?
1002,'2023/12/10 06:33:41:020',10,45.752781,-2.427926,0.960219,0,?
1003,'2023/12/10 06:33:41:033',10,192.39827,3.555011,-2.398768,0,?
1004,'2023/12/10 06:33:41:082',10,45.753036,-2.428202,0.960345,0,?
1005,'2023/12/10 06:33:41:084',10,192.384842,3.561387,-2.369945,0,?
1006,'2023/12/10 06:33:41:147',10,45.75338,-2.428486,0.960004,0,?
1007,'2023/12/10 06:33:41:149',10,192.379684,3.569913,-2.337143,0,?
1008,'2023/12/10 06:33:41:200',10,45.753628,-2.428509,0.959915,0,?
1009,'2023/12/10 06:33:41:204',10,192.387482,3.590857,-2.314502,0,?
1010,'2023/12/10 06:33:41:260',10,45.753727,-2.428341,0.959813,0,?
1011,'2023/12/10 06:33:41:266',10,192.398651,3.613406,-2.294878,0,?
1012,'2023/12/10 06:33:41:330',10,45.753853,-2.428146,0.959882,0,?
1013,'2023/12/10 06:33:41:330',10,192.406509,3.628593,-2.267274,0,?
1014,'2023/12/10 06:33:48:396',11,45.750038,-2.42657,0.966334,0,?
1015,'2023/12/10 06:33:48:397',11,290.157654,8.79782,2.610919,0,?
1016,'2023/12/10 06:33:48:399',11,45.750496,-2.426332,0.965743,0,?
1017,'2023/12/10 06:33:48:403',11,290.629852,8.486156,2.63104,0,?
1018,'2023/12/10 06:33:48:476',11,45.750904,-2.426378,0.964774,0,?
1019,'2023/12/10 06:33:48:477',11,291.003052,8.044336,2.550765,0,?
1020,'2023/12/10 06:33:48:525',11,45.751431,-2.42668,0.964015,0,?
1021,'2023/12/10 06:33:48:525',11,291.644623,7.422795,2.204,0,?
1022,'2023/12/10 06:33:48:600',11,45.751995,-2.426237,0.964441,0,?
1023,'2023/12/10 06:33:48:600',11,292.492004,6.688952,2.310331,0,?
1024,'2023/12/10 06:33:48:638',11,45.752399,-2.426231,0.964778,0,?
1025,'2023/12/10 06:33:48:643',11,293.561615,5.780936,2.374028,0,?
1026,'2023/12/10 06:33:48:708',11,45.752728,-2.426607,0.964737,0,?
1027,'2023/12/10 06:33:48:709',11,294.938477,4.09815,2.073027,0,?
1028,'2023/12/10 06:33:48:806',11,45.75304,-2.426917,0.965034,0,?
1029,'2023/12/10 06:33:48:806',11,296.426239,2.291298,1.501603,0,?
1030,'2023/12/10 06:33:48:820',11,45.753494,-2.426946,0.965679,0,?
1031,'2023/12/10 06:33:48:824',11,297.662811,0.902812,1.0314,0,?
1032,'2023/12/10 06:33:48:887',11,45.753803,-2.426796,0.966074,0,?
1033,'2023/12/10 06:33:48:887',11,298.379181,0.166195,0.882051,0,?
1034,'2023/12/10 06:33:49:012',11,45.75412,-2.42694,0.96588,0,?
1035,'2023/12/10 06:33:49:012',11,298.624756,-0.191035,0.87321,0,?
1036,'2023/12/10 06:33:49:013',11,45.754406,-2.42686,0.965419,0,?
1037,'2023/12/10 06:33:49:014',11,298.873901,-0.267671,1.110313,0,?
1038,'2023/12/10 06:33:49:112',11,45.754574,-2.426653,0.965512,0,?
1039,'2023/12/10 06:33:49:112',11,298.72937,-0.650956,1.411462,0,?
1040,'2023/12/10 06:33:49:120',11,45.754852,-2.426646,0.965381,0,?
1041,'2023/12/10 06:33:49:125',11,298.332703,-1.053269,1.652078,0,?
1042,'2023/12/10 06:33:49:216',11,45.755142,-2.426384,0.965121,0,?
1043,'2023/12/10 06:33:49:217',11,297.6203,-1.3577,1.792526,0,?
1044,'2023/12/10 06:33:49:239',11,45.755455,-2.426404,0.964788,0,?
1045,'2023/12/10 06:33:49:245',11,296.796539,-1.640201,1.733678,0,?
1046,'2023/12/10 06:33:49:317',11,45.755909,-2.426085,0.964958,0,?
1047,'2023/12/10 06:33:49:317',11,296.14389,-1.880828,1.66576,0,?
1048,'2023/12/10 06:33:49:420',11,45.756413,-2.425913,0.964835,0,?
1049,'2023/12/10 06:33:49:421',11,295.686829,-1.896559,1.613172,0,?
1050,'2023/12/10 06:33:49:421',11,45.757088,-2.425945,0.964687,0,?
1051,'2023/12/10 06:33:49:424',11,295.367737,-1.893028,1.5446,0,?
1052,'2023/12/10 06:33:49:523',11,45.75761,-2.426136,0.964712,0,?
1053,'2023/12/10 06:33:49:524',11,295.223236,-1.781838,1.484649,0,?
1054,'2023/12/10 06:33:49:539',11,45.757977,-2.426794,0.964124,0,?
1055,'2023/12/10 06:33:49:545',11,295.101013,-1.598969,1.184011,0,?
1056,'2023/12/10 06:33:49:624',11,45.75827,-2.426995,0.964014,0,?
1057,'2023/12/10 06:33:49:625',11,295.051666,-1.373361,0.944991,0,?
1058,'2023/12/10 06:33:49:722',11,45.758274,-2.427039,0.963848,0,?
1059,'2023/12/10 06:33:49:722',11,295.015503,-1.183311,0.647392,0,?
1060,'2023/12/10 06:33:49:722',11,45.758274,-2.427087,0.963446,0,?
1061,'2023/12/10 06:33:49:725',11,295.040649,-1.038016,0.395053,0,?
1062,'2023/12/10 06:33:49:830',11,45.758209,-2.426858,0.963582,0,?
1063,'2023/12/10 06:33:49:831',11,295.090057,-0.874719,0.199289,0,?
1064,'2023/12/10 06:33:49:846',11,45.75824,-2.426968,0.962873,0,?
1065,'2023/12/10 06:33:49:847',11,295.14621,-0.798356,-0.021899,0,?
1066,'2023/12/10 06:33:49:931',11,45.758331,-2.427354,0.962729,0,?
1067,'2023/12/10 06:33:49:932',11,295.226379,-0.767337,-0.197975,0,?
1068,'2023/12/10 06:33:49:976',11,45.758171,-2.427695,0.962475,0,?
1069,'2023/12/10 06:33:49:976',11,295.292175,-0.77867,-0.365218,0,?
1070,'2023/12/10 06:33:50:034',11,45.757996,-2.42805,0.962131,0,?
1071,'2023/12/10 06:33:50:034',11,295.296539,-0.869444,-0.454188,0,?
1072,'2023/12/10 06:33:50:136',11,45.757896,-2.42823,0.96181,0,?
1073,'2023/12/10 06:33:50:136',11,295.261047,-1.015184,-0.505751,0,?
1074,'2023/12/10 06:33:50:139',11,45.75769,-2.428324,0.961205,0,?
1075,'2023/12/10 06:33:50:144',11,295.1539,-1.219545,-0.476376,0,?
1076,'2023/12/10 06:33:50:342',11,45.757599,-2.428354,0.960533,0,?
1077,'2023/12/10 06:33:50:342',11,295.040405,-1.389835,-0.405513,0,?
1078,'2023/12/10 06:33:50:343',11,45.757572,-2.428247,0.960065,0,?
1079,'2023/12/10 06:33:50:343',11,294.881897,-1.55666,-0.311775,0,?
1080,'2023/12/10 06:33:50:344',11,45.757393,-2.428266,0.959556,0,?
1081,'2023/12/10 06:33:50:344',11,294.721436,-1.705591,-0.217341,0,?
1082,'2023/12/10 06:33:50:447',11,45.757202,-2.428362,0.959081,0,?
1083,'2023/12/10 06:33:50:447',11,294.522186,-1.869275,-0.154394,0,?
1084,'2023/12/10 06:33:50:448',11,45.75705,-2.428169,0.958689,0,?
1085,'2023/12/10 06:33:50:449',11,294.245728,-2.055274,-0.114073,0,?
1086,'2023/12/10 06:33:50:549',11,45.756912,-2.428149,0.957706,0,?
1087,'2023/12/10 06:33:50:550',11,294.001892,-2.24912,-0.081176,0,?
1088,'2023/12/10 06:33:50:558',11,45.757015,-2.428095,0.956662,0,?
1089,'2023/12/10 06:33:50:563',11,293.754578,-2.550709,-0.092519,0,?
1090,'2023/12/10 06:33:50:652',11,45.757374,-2.428129,0.955991,0,?
1091,'2023/12/10 06:33:50:653',11,293.557312,-2.788651,-0.163429,0,?
1092,'2023/12/10 06:33:50:679',11,45.757652,-2.428172,0.954886,0,?
1093,'2023/12/10 06:33:50:684',11,293.375031,-2.965083,-0.27027,0,?
1094,'2023/12/10 06:33:50:755',11,45.757874,-2.428303,0.953948,0,?
1095,'2023/12/10 06:33:50:756',11,293.230316,-3.067806,-0.34178,0,?
1096,'2023/12/10 06:33:50:856',11,45.758038,-2.428422,0.952929,0,?
1097,'2023/12/10 06:33:50:857',11,293.11969,-3.162448,-0.364047,0,?
1098,'2023/12/10 06:33:50:859',11,45.758022,-2.428473,0.952039,0,?
1099,'2023/12/10 06:33:50:873',11,293.082855,-3.211263,-0.307314,0,?
1100,'2023/12/10 06:33:50:960',11,45.758236,-2.428469,0.951438,0,?
1101,'2023/12/10 06:33:50:960',11,293.172974,-3.244114,-0.220083,0,?
1102,'2023/12/10 06:33:50:985',11,45.758606,-2.428248,0.95112,0,?
1103,'2023/12/10 06:33:50:985',11,293.265533,-3.193306,-0.163215,0,?
1104,'2023/12/10 06:33:51:059',11,45.758785,-2.428484,0.950712,0,?
1105,'2023/12/10 06:33:51:059',11,293.433319,-3.084909,-0.157234,0,?
1106,'2023/12/10 06:33:51:161',11,45.75914,-2.428545,0.950216,0,?
1107,'2023/12/10 06:33:51:162',11,293.616119,-2.980497,-0.167402,0,?
1108,'2023/12/10 06:33:51:165',11,45.759621,-2.428482,0.949552,0,?
1109,'2023/12/10 06:33:51:166',11,293.788269,-2.928295,-0.197181,0,?
1110,'2023/12/10 06:33:51:262',11,45.7598,-2.428535,0.948958,0,?
1111,'2023/12/10 06:33:51:264',11,293.988586,-2.864118,-0.227176,0,?
1112,'2023/12/10 06:33:51:284',11,45.760155,-2.428568,0.948685,0,?
1113,'2023/12/10 06:33:51:285',11,294.214233,-2.827983,-0.20479,0,?
1114,'2023/12/10 06:33:51:366',11,45.760551,-2.428887,0.947769,0,?
1115,'2023/12/10 06:33:51:367',11,294.383575,-2.857373,-0.212452,0,?
1116,'2023/12/10 06:33:51:399',11,45.760918,-2.428934,0.947352,0,?
1117,'2023/12/10 06:33:51:404',11,294.484711,-2.926088,-0.204404,0,?
1118,'2023/12/10 06:33:51:467',11,45.76091,-2.428755,0.947115,0,?
1119,'2023/12/10 06:33:51:468',11,294.506775,-3.030451,-0.243284,0,?
1120,'2023/12/10 06:33:51:570',11,45.760677,-2.428703,0.946711,0,?
1121,'2023/12/10 06:33:51:570',11,294.489655,-3.13965,-0.271455,0,?
1122,'2023/12/10 06:33:51:579',11,45.760422,-2.428872,0.946475,0,?
1123,'2023/12/10 06:33:51:583',11,294.395691,-3.265446,-0.39607,0,?
1124,'2023/12/10 06:35:48:221',12,45.750698,-2.415107,0.947708,0,?
1125,'2023/12/10 06:35:48:222',12,211.358429,86.228004,-17.897738,0,?
1126,'2023/12/10 06:35:48:308',12,45.751137,-2.414822,0.94707,0,?
1127,'2023/12/10 06:35:48:308',12,209.782394,85.995399,-16.580217,0,?
1128,'2023/12/10 06:35:48:341',12,45.751614,-2.414765,0.94651,0,?
1129,'2023/12/10 06:35:48:342',12,207.25824,85.800255,-14.209966,0,?
1130,'2023/12/10 06:35:48:408',12,45.751949,-2.414833,0.946084,0,?
1131,'2023/12/10 06:35:48:409',12,203.018677,85.639748,-9.989869,0,?
1132,'2023/12/10 06:35:48:511',12,45.752125,-2.414939,0.946036,0,?
1133,'2023/12/10 06:35:48:512',12,198.867035,85.4888,-5.834747,0,?
1134,'2023/12/10 06:35:48:521',12,45.752155,-2.414771,0.945889,0,?
1135,'2023/12/10 06:35:48:521',12,195.06366,85.356514,-1.994477,0,?
1136,'2023/12/10 06:35:48:613',12,45.752357,-2.414666,0.945939,0,?
1137,'2023/12/10 06:35:48:613',12,192.303085,85.253647,0.822973,0,?
1138,'2023/12/10 06:35:48:642',12,45.752274,-2.414621,0.945766,0,?
1139,'2023/12/10 06:35:48:643',12,190.146866,85.179893,3.051673,0,?
1140,'2023/12/10 06:35:48:716',12,45.752304,-2.414624,0.945595,0,?
1141,'2023/12/10 06:35:48:716',12,188.279922,85.149467,5.020947,0,?
1142,'2023/12/10 06:35:48:818',12,45.752228,-2.414668,0.945597,0,?
1143,'2023/12/10 06:35:48:819',12,186.219376,85.094391,7.207262,0,?
1144,'2023/12/10 06:35:48:820',12,45.751942,-2.414612,0.94528,0,?
1145,'2023/12/10 06:35:48:820',12,184.085663,85.015198,9.471482,0,?
1146,'2023/12/10 06:35:48:921',12,45.75161,-2.414715,0.944913,0,?
1147,'2023/12/10 06:35:48:921',12,182.520493,84.955872,11.148684,0,?
1148,'2023/12/10 06:35:48:941',12,45.751385,-2.414854,0.945017,0,?
1149,'2023/12/10 06:35:48:941',12,181.152328,84.894974,12.623457,0,?
1150,'2023/12/10 06:35:49:022',12,45.751297,-2.41499,0.944918,0,?
